Format Version,1.23,Take Name,hri_snimanje_vjezbe_02_y,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-01-22 08.38.54.976 AM,Capture Start Frame,179641,Total Frames in Take,2949,Total Exported Frames,2949,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,MarkerSet 001:mali,MarkerSet 001:mali,MarkerSet 001:mali,MarkerSet 001:palac,MarkerSet 001:palac,MarkerSet 001:palac,MarkerSet 001:srednji,MarkerSet 001:srednji,MarkerSet 001:srednji,MarkerSet 001:zapesce,MarkerSet 001:zapesce,MarkerSet 001:zapesce
,ID,"524E5026B0DF76111F0","524E5026B0DF76111F0","524E5026B0DF76111F0","51DE5026B0DF76111F0","51DE5026B0DF76111F0","51DE5026B0DF76111F0","51FE5026B0DF76111F0","51FE5026B0DF76111F0","51FE5026B0DF76111F0","517E5026B0DF76111F0","517E5026B0DF76111F0","517E5026B0DF76111F0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
137,1.142000,17.398836,1359.160889,-116.165840,132.548325,1339.619873,-167.109879,62.225975,1355.811768,-77.846039,41.228855,1383.968384,-199.917160
138,1.150000,17.496672,1359.714233,-116.085320,132.601791,1340.450684,-167.097778,62.354858,1356.392700,-77.802231,41.171940,1384.677002,-199.851181
139,1.158000,17.629593,1360.254028,-115.992531,132.602921,1341.253662,-167.171341,62.387299,1356.867310,-77.845444,41.123371,1385.350464,-199.741821
140,1.167000,17.725407,1360.832275,-115.897522,132.617508,1342.040161,-167.282959,62.603317,1357.378662,-77.877335,41.070450,1386.035034,-199.688812
141,1.175000,17.843510,1361.468262,-115.782639,132.660507,1342.780518,-167.446518,62.792747,1357.935181,-77.922310,41.007965,1386.781250,-199.581818
142,1.183000,17.917580,1362.068726,-115.687881,132.683472,1343.401978,-167.533142,62.954544,1358.529785,-77.860039,41.004047,1387.557007,-199.501938
143,1.192000,18.020807,1362.722168,-115.580948,132.667923,1344.169678,-167.544479,63.078323,1359.208374,-77.754532,40.967087,1388.314331,-199.406143
144,1.200000,18.084881,1363.372314,-115.455208,132.672119,1344.921265,-167.484497,63.177662,1359.847046,-77.689415,40.943321,1389.074707,-199.284241
145,1.208000,18.126673,1364.085327,-115.367065,132.667328,1345.716187,-167.357635,63.211926,1360.475830,-77.636818,40.926628,1389.854492,-199.141068
146,1.217000,18.190990,1364.789307,-115.287361,132.651337,1346.592041,-167.308838,63.237995,1361.129028,-77.554703,40.917488,1390.632202,-199.034821
147,1.225000,18.180820,1365.410400,-115.213493,132.703140,1347.432129,-167.376816,63.369118,1361.857544,-77.495049,40.917179,1391.424438,-198.958893
148,1.233000,18.342085,1366.179565,-115.108818,132.786728,1348.176758,-167.542587,63.595600,1362.624634,-77.462997,40.893799,1392.297485,-198.849670
149,1.242000,18.345610,1366.849243,-114.941826,132.896515,1349.056396,-167.765137,63.768944,1363.106079,-77.525688,40.817936,1393.161133,-198.737396
150,1.250000,18.536961,1367.582153,-114.840446,132.972961,1350.119995,-167.872467,64.022049,1363.799683,-77.527832,40.735264,1394.011230,-198.599045
151,1.258000,18.760841,1368.273438,-114.694389,133.019653,1351.247314,-167.827286,64.379875,1364.559937,-77.518471,40.650921,1394.896973,-198.422989
152,1.267000,19.003162,1368.984375,-114.584061,133.061676,1352.322754,-167.879105,64.606522,1365.390137,-77.465401,40.566708,1395.764893,-198.311829
